35,-1.3329,-3.1955,-5.3654,0
35,-1.3287,-4.6303,-9.2032,29
35,-1.4486,-5.0665,-13.0083,29
35,-2.3434,-6.6577,-12.8276,21
35,-2.4309,-8.0850,-18.8065,43
35,-2.3726,-7.8696,-16.7005,43
35,-3.3950,-10.2583,-20.6559,43
35,-3.4527,-10.4684,-22.7586,43
35,-3.4653,-11.2857,-24.8738,57
35,-1.6635,-3.9577,-6.5935,0
35,-1.3287,-4.6303,-9.2035,36
35,-1.8092,-6.3161,-16.6880,36
35,-3.0478,-8.6937,-17.2868,29
35,-2.9698,-9.4883,-23.0206,50
35,-3.0467,-9.8211,-20.3159,50
35,-4.1123,-12.2912,-24.3927,50
35,-4.2395,-12.6552,-27.8793,50
35,-4.6275,-15.8277,-36.1079,71
35,-1.9984,-4.7284,-7.8610,0
35,-1.9908,-6.9134,-13.7273,43
35,-2.1861,-7.8570,-22.5901,43
35,-3.0455,-9.0626,-18.2754,36
35,-3.9432,-13.5896,-33.6691,64
35,-3.7847,-12.4090,-26.1597,64
35,-11.9599,-29.5533,-54.8311,64
35,-13.7755,-33.8458,-65.2493,64
35,-18.9126,-58.5495,-114.7602,86
20,-2.2993,-3.5209,-3.7305,0
20,-2.1137,-5.4148,-8.7881,29
20,-2.2758,-6.0043,-13.3783,29
20,-3.7135,-8.5425,-13.9312,21
20,-4.3843,-12.3168,-24.4834,43
20,-3.7531,-10.5028,-19.4900,43
20,-5.4042,-14.3308,-25.4007,43
20,-5.4766,-14.5936,-27.6952,43
20,-5.4897,-15.8879,-30.8372,57
20,-2.6470,-4.2897,-4.9503,0
20,-2.6382,-7.2268,-12.1070,36
20,-2.8481,-7.9890,-18.0109,36
20,-4.8380,-11.7764,-20.3327,29
20,-4.9545,-14.0632,-28.5592,50
20,-4.8374,-13.6349,-24.8702,50
20,-6.5499,-17.6065,-30.9995,50
20,-6.6603,-18.0091,-34.5325,50
20,-6.8521,-21.1115,-41.7562,71
20,-3.1845,-5.5134,-6.8200,0
20,-3.1695,-9.0703,-15.4905,43
20,-3.4250,-10.0321,-23.4186,43
20,-5.9621,-14.9776,-25.8101,36
20,-6.1495,-18.4722,-38.7026,64
20,-6.0251,-17.7705,-33.2922,64
20,-11.3427,-29.7354,-51.7843,64
20,-13.6168,-34.3919,-62.9804,64
20,-20.4883,-62.0059,-113.2745,86
10,-4.7984,-4.8386,6.7615,0
10,-4.8237,-8.8485,-8.0609,29
10,-5.1858,-10.0876,-16.4049,29
10,-7.3445,-13.6089,-15.9173,21
10,-7.6299,-17.6747,-29.8088,43
10,-7.4607,-17.0785,-25.5647,43
10,-10.1387,-23.2254,-34.9526,43
10,-10.2990,-23.7813,-39.1598,43
10,-10.3321,-26.0564,-44.6344,57
10,-5.6333,-6.7115,3.8101,0
10,-5.6583,-11.7554,-9.7041,36
10,-6.1472,-13.4774,-23.2907,36
10,-9.1896,-18.9047,-23.9457,29
10,-9.4755,-23.0929,-40.9397,50
10,-9.2169,-22.1804,-32.7476,50
10,-12.0421,-28.6808,-43.1986,50
10,-12.2887,-29.5268,-51.3191,50
10,-12.3644,-33.2686,-61.3030,71
10,-7.0243,-13.8629,-12.6524,0
10,-6.5147,-14.7745,-15.6757,43
10,-7.1220,-16.9341,-32.7153,43
10,-11.0473,-24.1785,-33.5267,36
10,-11.4579,-30.0329,-57.1993,64
10,-11.1844,-29.0298,-48.7394,64
10,-15.8566,-39.7953,-66.0857,64
10,-16.6571,-41.6500,-76.7675,64
10,-21.1223,-59.9284,-117.7681,86
